C00012	C03011	3e98de67
C07572	C16612	c51d5774
C00546	C00937	97546212
C00546	C01888	c51d5774
C00546	C05999	7c11e67b
C05999	C00583	7c11e67b
C00547	C05577	c51d5774
C00547	C05589	b352a2ed
C05577	C05576	b0541191
C05577	C05580	827b37c8
C05589	C05583	c51d5774
C00585	C01167	e8e71adb
C00585	C03721	e76b8596
C00591	C01064	b1c9c8ee
C00591	C01200	5b5bdbd2
C01200	C00686	1c644224
C00599	C03238	3c0eb167
C00601	C02455	c51d5774
C00601	C07086	827b37c8
C00613	C03022	a13637dd
C00618	C00800	270308d2
C00625	C00686	47ebdf5d
C00625	C03000	7c66b254
C00630	C03460	83686637
C03460	C06000	6aafe1da
C00632	C05640	964740b1
C04637	C01245	2bded4e0
C04637	C01277	b736947f
C04637	C05981	dea95798
C04637	C11557	b19df998
C01879	C03740	71cb264c
C00694	C04855	e62b4d6e
C00694	C04890	28e31781
C00694	C04891	28bfa1f9
C00695	C01794	4297917d
C00717	C01370	7c11e67b
C00738	C02965	618cf551
C02965	C01171	176ffee9
C01054	C01724	d0c08a47
C00756	C01545	b0541191
C00762	C03588	3c0eb167
C00777	C11061	af63f0cf
C00777	C16677	6a0cf964
C00777	C16679	6a0cf964
C00777	C16680	6a0cf964
C00780	C05634	c51d5774
C05634	C05635	7b3e9492
C00804	C05985	7b3e9492
C00818	C02670	7b3e9492
C00828	C05819	e705d119
C00828	C20265	c44facec
C05819	C20265	9a497df1
C00829	C14786	6a0cf964
C00829	C14787	6a0cf964
C14786	C06205	369cfd3b
C14787	C06205	369cfd3b
C00831	C01134	95561c0f
C01134	C00882	56e90f8b
C00835	C02953	2f84e90b
C00842	C02097	8f6b53d7
C00842	C11907	e52da0b4
C00856	C02967	d0abad6
C00857	C01185	56e90f8b
C00864	C03492	95561c0f
C00868	C02764	e75b93f7
C00870	C03360	fba13002
C00870	C06604	22ca225f
C00870	C06606	22ca225f
C06604	C06606	6a0cf964
C06604	C06607	22ca225f
C06606	C06608	22ca225f
C05668	C01013	89dc64bb
C00899	C03455	d00752d6
C00906	C05100	cfad6228
C00909	C02165	86fdcb07
C02165	C04853	669a06c5
C00911	C02520	f579089a
C01024	C01051	7d1a59fa
C05141	C05504	af63f0cf
C05301	C05302	b352a2ed
C00956	C04076	16529a68
C04076	C03366	3305eed0
C04076	C05535	16529a68
C01003	C03875	972f09af
C04281	C05947	ae50cb02
C01019	C02475	5890534e
C01051	C03263	c8f3e832
C01033	C03345	a4e67208
C03345	C04405	6aafe1da
C03345	C15980	83686637
C01036	C01061	d6055bfa
C03263	C01079	685b5273
C01724	C05109	671fb84a
C01724	C11455	6e3ed5c2
C01078	C04398	51d25b69
C01097	C03785	a13b3481
C01117	C04212	5b8bb7e9
C01132	C03272	697d4f2e
C01132	C04925	11472a98
C01132	C06135	697d4f2e
C03272	C04925	7efefabe
C01141	C04141	a7495061
C01149	C01181	7b3e9492
C01161	C04043	827b37c8
C01161	C05582	b352a2ed
C04043	C03758	c51d5774
C05582	C05581	827b37c8
C01189	C03845	b1de738f
C01189	C05111	a43daa60
C01189	C05439	671fb84a
C03845	C05437	671fb84a
C05111	C05110	b1de738f
C05439	C05437	b1de738f
C01277	C11554	4c75d1de
C04549	C11554	76023df5
C04549	C11556	3511ce6c
C01204	C01284	40766b7c
C01204	C04563	2100d094
C01204	C04579	2100d094
C01204	C11174	7bef6698
C01204	C11526	57136e54
C01204	C15990	2100d094
C01204	C15991	2100d094
C01284	C01245	ce59e9f7
C01284	C04520	a8e317b6
C01284	C11555	ce59e9f7
C11174	C20690	57136e54
C11526	C20690	7bef6698
C05744	C04618	96525db4
C05746	C05747	96525db4
C05750	C04620	96525db4
C05753	C04619	96525db4
C05756	C05757	96525db4
C05759	C04688	96525db4
C05762	C04633	96525db4
C01211	C02188	ac7d1ba0
C01211	C04487	38266e3c
C02188	C05544	4e18dac8
C02188	C05545	dd084955
C04487	C04759	57400cd2
C01220	C01245	1cdc55bc
C01245	C01272	2100d094
C01245	C11555	ce59e9f7
C01227	C05139	6a0cf964
C01228	C04494	fe85b873
C01239	C04375	eb88c02f
C04375	C02871	eb88c02f
C01240	C03418	852ba365
C01243	C01272	1cdc55bc
C01243	C04063	f1436ca0
C01243	C04477	a8e317b6
C01256	C01293	cd0fa048
C11554	C05981	6ea61ca6
C01308	C04726	b34265f5
C01450	C01612	9bba1131
C01516	C01735	9e60e58c
C01516	C06174	6a0cf964
C01516	C11785	6a0cf964
C01516	C16578	af63f0cf
C01516	C16643	af63f0cf
C06174	C16577	af63f0cf
C01525	C02318	760b584e
C01528	C05172	9537af85
C01528	C05684	78e2202d
C05172	C06482	75e63743
C01573	C02872	5955b4ea
C01573	C04441	80b3e4bf
C01573	C16720	80b3e4bf
C04441	C04692	80b3e4bf
C04441	C20663	550ae2fb
C16720	C04692	80b3e4bf
C01598	C05643	6a0cf964
C01628	C05850	e705d119
C01628	C16711	c44facec
C01647	C05336	cdceda70
C05336	C05335	cdceda70
C01664	C03636	d9f3f0d
C01672	C16565	9f5d144e
C01702	C02687	9ece869c
C01736	C15587	1ecd91fb
C15587	C20463	1ecd91fb
C01753	C08821	671fb84a
C08821	C15783	8a5a9634
C01756	C16614	383f0f67
C16614	C02380	383f0f67
C16614	C16615	e60164f2
C01764	C03446	a8e9cd8b
C01789	C15781	671fb84a
C15781	C15780	8a5a9634
C01829	C02465	51e5e78b
C01832	C03221	1fbf93fe
C03221	C02944	eaf8f293
C03221	C05262	6aafe1da
C01910	C02171	56e90f8b
C01943	C11508	6e3ed5c2
C01944	C05276	1fbf93fe
C05276	C05266	6aafe1da
C01972	C04833	4cdbfb58
C01997	C02415	12fe4a3b
C02415	C03702	4e18dac8
C02028	C04131	1322b4cd
C02031	C02100	c9f87e17
C02031	C02339	561e3e82
C02339	C04802	28c260c1
C02038	C03881	6adde925
C02041	C06425	bb91a15b
C02051	C02972	ea706f06
C02059	C03313	e705d119
C02059	C05849	c44facec
C03313	C05849	9a497df1
C02060	C07343	ca002b80
C02076	C06222	ae48c621
C02090	C03170	af457262
C02094	C12286	d08dc4b9
C02094	C20695	d08dc4b9
C02141	C08830	d6312ee2
C05544	C05545	4e18dac8
C05545	C05546	4e18dac8
C02189	C02863	cf9857de
C02211	C19078	6ad0bcaa
C19078	C19080	6ad0bcaa
C02222	C04431	b96d532
C02222	C12838	b96d532
C02222	C16476	b96d532
C02222	C16477	b96d532
C14145	C14144	6aafe1da
C02297	C03687	967c228
C02315	C02582	fa610d64
C02380	C04646	e60164f2
C02380	C16613	8cb81bcb
C04646	C16615	383f0f67
C04646	C16617	3163b323
C04646	C16618	8c920c4d
C02528	C05337	4297917d
C02576	C11924	7b3e9492
C02593	C05273	1fbf93fe
C05273	C05260	6aafe1da
C05936	C02946	7b3e9492
C02743	C03800	248a6f9d
C02805	C02986	29b479da
C02835	C05130	7b3e9492
C02871	C03957	6f637a9e
C02909	C14099	b0541191
C02939	C03069	1db28e09
C03069	C05998	6aafe1da
C02962	C18096	bce59fd9
C03012	C06205	ffb66fc1
C03021	C11572	5d938418
C03023	C03895	c6866f72
C03023	C15653	18c8760d
C03035	C06426	bb91a15b
C03201	C04475	395f97aa
C03201	C05212	395f97aa
C03201	C05977	ae3b4bbe
C05212	C04317	7a7b4e9c
C03205	C18040	3c0eb167
C03242	C03595	bb91a15b
C03306	C04311	81e1e103
C03356	C04309	f9c2d7b5
C03373	C04640	133fff1f
C03373	C04751	d0eef2e9
C04640	C04376	b017701d
C03410	C03691	b1c9c8ee
C06000	C06001	89dc64bb
C03530	C03531	73cf7df1
C03557	C05673	1398dd21
C03594	C05455	dbe2381f
C03633	C03798	9bf4f41b
C03638	C04312	d56c1748
C03680	C05565	8cb81bcb
C03706	C04789	a27b11b4
C03723	C04232	57a01b81
C03758	C05587	b352a2ed
C05587	C05581	c51d5774
C04051	C04677	aa64f09
C04677	C04734	22b0aace
C04073	C04196	cf6543b4
C05535	C11482	16529a68
C04088	C16221	694f60c8
C16221	C16220	51b157e8
C04144	C04489	4af83256
C04155	C17325	aa2df490
C04582	C15650	e5bb9f27
C04242	C11736	c47b0160
C04250	C11475	248a6f9d
C05947	C05938	ae50cb02
C04373	C11136	af63f0cf
C04384	C04649	47e10a43
C04384	C11553	dd705bed
C04453	C04840	8f1dcac2
C04453	C08825	a43daa60
C04840	C04530	d6312ee2
C04840	C11509	d6312ee2
C04537	C05860	f94793d5
C04502	C04818	8f7c753e
C04506	C04748	cd1f8fbd
C04530	C04814	d6312ee2
C04814	C11509	d6312ee2
C05860	C05861	4e2136ce
C04554	C05445	7b3e9492
C05445	C05444	b0541191
C04619	C05754	96525db4
C04620	C05751	96525db4
C04633	C05763	96525db4
C16618	C16619	15160a81
C04654	C04741	9bba1131
C04671	C04707	70ad64ef
C04679	C07282	89ad268f
C07282	C07281	35e3ccb0
C04683	C04887	1aa24e75
C04688	C05760	96525db4
C04706	C06329	b96d532
C06133	C06134	e465e3e1
C04742	C05966	9c386bbb
C05966	C14781	6a0cf964
C05966	C14813	6a0cf964
C04750	C04901	dcff800e
C04750	C04902	c543f082
C04791	C04907	74222fe4
C04791	C11377	80503207
C04800	C04913	646a52f9
C04805	C05356	9c386bbb
C04825	C04903	1f2beffa
C04903	C15656	e0bbb818
C04856	C20482	e39ea283
C04880	C04943	9355d6f8
C04885	C04926	eea9859a
C04899	C20483	e39ea283
C04914	C04937	9ba55194
C04922	C04936	a68e2884
C04922	C04938	28e31781
C04944	C05159	edf7e7b9
C04944	C15543	9ba55194
C05011	C07108	6a0cf964
C05103	C15816	a43daa60
C15816	C15808	8f1dcac2
C05108	C15808	d6312ee2
C05108	C15915	671fb84a
C05827	C05828	827b37c8
C06482	C16638	75e63743
C05200	C05313	45163ad1
C05206	C05320	30aa699e
C05758	C05757	96525db4
C05232	C05329	19945dd1
C05264	C05275	6aafe1da
C05275	C05274	1fbf93fe
C05268	C05271	6aafe1da
C05271	C05270	1fbf93fe
C05279	C05280	eaf8f293
C05284	C18075	a43daa60
C05299	C11132	af63f0cf
C05302	C11131	af63f0cf
C05335	C05691	8c12a2c7
C05335	C05698	4af83256
C16254	C15972	89aad0d0
C05447	C05448	6b3fa003
C05450	C05460	6b3fa003
C05576	C05594	b352a2ed
C05580	C05584	b352a2ed
C05578	C15566	27b1ad22
C05584	C05583	827b37c8
C05636	C05637	c51d5774
C05638	C05639	c51d5774
C05649	C05650	fd7b5d90
C05674	C06459	39eb379
C05686	C05696	22cb027f
C05686	C05697	22cb027f
C05703	C18902	78e2202d
C05747	C05748	96525db4
C16236	C16237	b9651f88
C16236	C16240	ef1d77d5
C05766	C05768	c8f3e832
C05774	C06508	2266b681
C05803	C05804	f93392e7
C05805	C17568	45163ad1
C05813	C05814	f93392e7
C05921	C06250	7977284e
C06250	C06249	7977284e
C05924	C19848	70734756
C14781	C14782	6a0cf964
C14813	C14814	6a0cf964
C06054	C06055	45cae090
C06102	C06103	62ae4759
C06246	C06247	9a497df1
C06341	C17336	dbe2381f
C06409	C06410	30db73e6
C06428	C16165	bb91a15b
C06429	C16169	bb91a15b
C06485	C07326	502ae0c9
C06505	C06506	2266b681
C06611	C06613	b0541191
C06613	C06614	7b3e9492
C06612	C16348	b0541191
C16348	C06615	7b3e9492
C06754	C06755	7b3e9492
C06754	C07047	6a0cf964
C07047	C16550	6a0cf964
C07047	C16555	6a0cf964
C06790	C11148	6a0cf964
C06790	C14866	6a0cf964
C06800	C16756	6a0cf964
C06800	C19585	6a0cf964
C06800	C19586	6a0cf964
C06800	C19595	6a0cf964
C16756	C19594	6a0cf964
C19586	C19588	369cfd3b
C06868	C07496	6a0cf964
C06899	C07490	b0541191
C06899	C11150	827b37c8
C07490	C14869	af63f0cf
C07054	C07585	b8678bd2
C07073	C16560	6a0cf964
C07073	C16561	6a0cf964
C07090	C07091	b96d532
C07447	C16622	b8678bd2
C07480	C16360	8cb81bcb
C07481	C13747	6a0cf964
C13747	C16356	6a0cf964
C13747	C16358	6a0cf964
C13747	C16365	b8678bd2
C07535	C14849	6a0cf964
C07535	C14850	6a0cf964
C07535	C14851	6a0cf964
C14850	C14852	369cfd3b
C16612	C16609	c51d5774
C07645	C07646	827b37c8
C07645	C16551	b0541191
C07648	C16619	e60164f2
C16619	C16620	383f0f67
C07649	C16633	fb09c58a
C07649	C16634	7bae5f0e
C16633	C16634	3ae1537b
C15783	C15782	7be44662
C09819	C09820	6b3fa003
C11038	C11039	fd60a7b4
C11522	C15776	b1de738f
C11522	C15777	d6312ee2
C15777	C15778	7be44662
C15777	C15780	7be44662
C11523	C15782	d6312ee2
C11945	C11947	6aafe1da
C11947	C11946	6aafe1da
C12214	C12215	265dee23
C12834	C12835	b96d532
C16358	C16359	8cb81bcb
C14040	C14800	6a0cf964
C14040	C14802	6a0cf964
C14800	C14801	369cfd3b
C14089	C14090	b0541191
C14556	C14854	6a0cf964
C14818	C14819	97dbf295
C14839	C14844	369cfd3b
C14840	C14842	369cfd3b
C14852	C14853	6a0cf964
C15518	C17331	dbe2381f
C15520	C17332	dbe2381f
C15573	C15574	e0bbb818
C15575	C15576	6f23a506
C15577	C15578	646a52f9
C15613	C17343	19945dd1
C15785	C15786	3c0eb167
C15796	C15797	3c0eb167
C15811	C15812	acf393f7
C15972	C15973	ea706f06
C15972	C15975	62d898e7
C15972	C15977	62d898e7
C15972	C15979	62d898e7
C16014	C16015	369cfd3b
C16168	C16374	1d4ab719
C16172	C16387	1d4ab719
C16237	C16240	ef1d77d5
C16237	C16832	ea706f06
C16327	C16328	1d4ab719
C16328	C16329	6aafe1da
C16331	C16332	1d4ab719
C16332	C16333	6aafe1da
C16335	C16336	1d4ab719
C16336	C16337	6aafe1da
C16353	C16355	8cb81bcb
C16396	C16420	b8678bd2
C16453	C19563	6a0cf964
C16453	C19566	6a0cf964
C16453	C19574	9bba1131
C19574	C19577	6a0cf964
C19574	C19580	6a0cf964
C19574	C19605	af63f0cf
C19574	C19606	af63f0cf
C16468	C16469	6aafe1da
C16546	C16547	6a0cf964
C16586	C16587	b0541191
C16587	C16591	827b37c8
C16595	C16596	b0541191
C16630	C16631	cfad6228
C16675	C20446	5a0d897
C17335	C17337	dbe2381f
C17345	C17346	19945dd1
C17554	C17559	45163ad1
C17560	C17561	f93392e7
C18242	C18243	b96d532
C18304	C18305	b96d532
C18309	C18310	b96d532
C19080	C19085	6ad0bcaa
C19488	C19489	6a0cf964
C19488	C19604	6a0cf964
C19489	C19490	369cfd3b
C19604	C19607	369cfd3b
C19490	C19559	6a0cf964
C19858	C19859	f93392e7
C19967	C19968	441837b7
C19968	C20176	7e087fb1
C19969	C19970	590ca5ff
C20458	C20459	47ef020a
C20649	C20659	3ffff668
C20649	C20661	df746273
C20659	C20660	3ffff668
C20675	C20676	83686637
